state,state_abbreviation,year,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,voter_turnout_ratio
Andhra Pradesh,AP,2014,Vizianagaram,None of the Above,,,,NOTA,NOTA,6506,22,6528,1403736,0.46504470926157054
Andhra Pradesh,AP,2014,Visakhapatnam,IMANDI VENKATA KURMARAO,M,43.0,GEN,BSP,Elephant,14941,6,14947,1723011,0.8674930107817072
Andhra Pradesh,AP,2014,Visakhapatnam,KAMBHAMPATI HARI BABU,M,60.0,GEN,BJP,Lotus,565326,1506,566832,1723011,32.8977586329977
Andhra Pradesh,AP,2014,Visakhapatnam,BOLISETTI SATYANARAYANA (SATYA),M,57.0,GEN,INC,Hand,50605,27,50632,1723011,2.938576712510831
Andhra Pradesh,AP,2014,Visakhapatnam,KUNA RAMAM,M,51.0,GEN,AAAP,Broom,6147,28,6175,1723011,0.35838424711159705
Andhra Pradesh,AP,2014,Visakhapatnam,DADI JYOTHI BHAVANI,F,43.0,GEN,PPOI,Television,2715,2,2717,1723011,0.1576890687291027
Andhra Pradesh,AP,2014,Visakhapatnam,DR|| BHAVANI SANKAR SASTRY.A,M,49.0,GEN,ICSP,Trumpet,1907,3,1910,1723011,0.1108524553818867
Andhra Pradesh,AP,2014,Visakhapatnam,JT RAMARAO,M,42.0,GEN,sps,Kite,4316,7,4323,1723011,0.2508979919454954
Andhra Pradesh,AP,2014,Visakhapatnam,Y.S VIJAYAMMA,F,58.0,GEN,YSRCP,Ceiling Fan,474628,1716,476344,1723011,27.646021992894998
Andhra Pradesh,AP,2014,Visakhapatnam,SABBAM HARI,M,60.0,GEN,JaSPa,Chappals,6598,46,6644,1723011,0.385604038511652
Andhra Pradesh,AP,2014,Visakhapatnam,UMAMAHESWARARAO ARETI,M,33.0,SC,IND,Bat,1750,1,1751,1723011,0.1016244237558553
Andhra Pradesh,AP,2014,Visakhapatnam,KUTIKUPPALA SURYA RAO,M,60.0,GEN,IND,Gas Stove,1879,10,1889,1723011,0.1096336587520335
Andhra Pradesh,AP,2014,Visakhapatnam,KURADA SATYANARAYANA PATNAIK,M,50.0,GEN,IND,Camera,1925,2,1927,1723011,0.11183910027272026
Andhra Pradesh,AP,2014,Visakhapatnam,GEDELA KRISHNARAO,M,60.0,ST,IND,Batsman,1117,1,1118,1723011,0.06488641105599442
Andhra Pradesh,AP,2014,Visakhapatnam,CHANDRASEKHAR BUDDA,M,35.0,GEN,IND,Window,1347,1,1348,1723011,0.07823513604962476
Andhra Pradesh,AP,2014,Visakhapatnam,CHALAPATHIRAO RONANKI,M,60.0,GEN,IND,Battery Torch,1593,1,1594,1723011,0.09251246799933373
Andhra Pradesh,AP,2014,Visakhapatnam,TANUKU DIVAKAR,M,46.0,GEN,IND,Violin,5418,0,5418,1723011,0.3144495305021268
Andhra Pradesh,AP,2014,Visakhapatnam,DURGAPRASAD GUNTU,M,45.0,GEN,IND,Letter Box,2610,1,2611,1723011,0.15153704764508177
Andhra Pradesh,AP,2014,Visakhapatnam,NAGENDRA SAIRAM,M,27.0,GEN,IND,CALCULATOR,2377,0,2377,1723011,0.13795617091243179
Andhra Pradesh,AP,2014,Visakhapatnam,J. PADMAJA,F,34.0,GEN,IND,Pressure Cooker,1539,1,1540,1723011,0.08937841952256834
Andhra Pradesh,AP,2014,Visakhapatnam,BRAHMA SWAROOP KASIBHATTA,M,46.0,GEN,IND,School Bag,991,3,994,1723011,0.057689707146385015
Andhra Pradesh,AP,2014,Visakhapatnam,SREENADH REDDY,M,39.0,GEN,IND,Cauliflower,1378,1,1379,1723011,0.08003431202702711
Andhra Pradesh,AP,2014,Visakhapatnam,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),M,41.0,GEN,IND,Mixee,1759,0,1759,1723011,0.10208872723389462
Andhra Pradesh,AP,2014,Visakhapatnam,None of the Above,,,,NOTA,NOTA,7312,17,7329,1723011,0.4253600238187685
Andhra Pradesh,AP,2014,Anakapalli,KARANAM TIRUPATHI RAO,M,45.0,GEN,BSP,Elephant,14819,15,14834,1401474,1.058457024532742
Andhra Pradesh,AP,2014,Anakapalli,MUTTAMSETTI SRINIVASA RAO (AVANTHI),M,47.0,GEN,TDP,Bicycle,566667,1796,568463,1401474,40.561794225222876
Andhra Pradesh,AP,2014,Anakapalli,VIJAYA LAKSHMI THOTA,F,44.0,GEN,INC,Hand,17697,73,17770,1401474,1.2679507432888517
Andhra Pradesh,AP,2014,Anakapalli,KONDARAJU JAMPANA,M,47.0,GEN,JaSPa,Chappals,6215,46,6261,1401474,0.4467439281784749
Andhra Pradesh,AP,2014,Anakapalli,GUDIVADA AMARNADH,M,30.0,GEN,YSRCP,Ceiling Fan,518566,1965,520531,1401474,37.14168083032578
Andhra Pradesh,AP,2014,Anakapalli,VADLAMURI KRISHNA SWAROOP,M,41.0,SC,DABAP,Auto- Rickshaw,5501,5,5506,1401474,0.3928720761141484
Andhra Pradesh,AP,2014,Anakapalli,SARISA LEELA PRASANNA KUMARI,F,43.0,GEN,PPOI,Television,2871,4,2875,1401474,0.20514115852309783
Andhra Pradesh,AP,2014,Anakapalli,APPALARAJU SADARAM,M,60.0,GEN,IND,Violin,3225,3,3228,1401474,0.2303289251174121
Andhra Pradesh,AP,2014,Anakapalli,None of the Above,,,,NOTA,NOTA,8559,45,8604,1401474,0.6139250531939944
Andhra Pradesh,AP,2014,Kakinada,THOTA NARASIMHAM,M,53.0,GEN,TDP,Bicycle,512045,2357,514402,1418290,36.269169210810205
Andhra Pradesh,AP,2014,Kakinada,MALLIPUDI MANGAPATI PALLAM RAJU,M,51.0,GEN,INC,Hand,19528,226,19754,1418290,1.3928040104633044
Andhra Pradesh,AP,2014,Kakinada,MUTHABATHULA RATNA KUMAR,M,37.0,SC,BSP,Elephant,2469,42,2511,1418290,0.1770441870139393
Andhra Pradesh,AP,2014,Kakinada,ARJUNARAO YEGUPATI,M,57.0,SC,CPI(ML)(L),Cup & Saucer,1489,6,1495,1418290,0.1054086258804617
Andhra Pradesh,AP,2014,Kakinada,KOLA VENKATA PRASAD VARMA,M,48.0,GEN,RJD,Candles,3459,14,3473,1418290,0.24487234627614943
Andhra Pradesh,AP,2014,Kakinada,CHALAMALASETTY SUNIL,M,44.0,GEN,YSRCP,Ceiling Fan,508068,2903,510971,1418290,36.02725817710059
Andhra Pradesh,AP,2014,Kakinada,TEKUMUDI VENKATA RAO,M,55.0,GEN,PPOI,Television,3819,7,3826,1418290,0.2697614733235093
Andhra Pradesh,AP,2014,Kakinada,TUMMALAPALLI SATYA RAMAKRISHNA,M,38.0,GEN,JaSPa,Chappals,6263,179,6442,1418290,0.45420894175380216
Andhra Pradesh,AP,2014,Kakinada,MOTHA SARADA,F,33.0,SC,RPI(KH),Auto- Rickshaw,6835,1,6836,1418290,0.4819888739256428
Andhra Pradesh,AP,2014,Kakinada,ROKKAM DAYAKAR,M,45.0,SC,RP(K),Electric Pole,1834,3,1837,1418290,0.12952217106515593
Andhra Pradesh,AP,2014,Kakinada,SRINIVAS DANGETI,M,44.0,GEN,AAAP,Broom,2266,90,2356,1418290,0.16611553349456035
Andhra Pradesh,AP,2014,Kakinada,KARRA VENKATA APPALA NARASIMHA RAO,M,45.0,GEN,IND,Ice Cream,1904,3,1907,1418290,0.1344576920093916
Andhra Pradesh,AP,2014,Kakinada,KUNCHE RAMADAS,M,69.0,SC,IND,Envelope,1117,5,1122,1418290,0.07910934999189165
Andhra Pradesh,AP,2014,Kakinada,GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),M,53.0,GEN,IND,Kite,1413,4,1417,1418290,0.09990904539974195
Andhra Pradesh,AP,2014,Kakinada,CHAGANTI SURYANARAYANA MURTY,M,49.0,GEN,IND,Gas Stove,1230,6,1236,1418290,0.08714719838678972
Andhra Pradesh,AP,2014,Kakinada,JALLURI VENKATESWARLU (J.V),M,47.0,SC,IND,Coconut,6634,2,6636,1418290,0.467887385513541
Andhra Pradesh,AP,2014,Kakinada,DONKA LEELAVATHI,F,62.0,GEN,IND,Letter Box,3754,2,3756,1418290,0.26482595237927364
Andhra Pradesh,AP,2014,Kakinada,DONAM NEELAKANTAM,M,42.0,SC,IND,Pot,1693,4,1697,1418290,0.1196511291766846
Andhra Pradesh,AP,2014,Kakinada,PEPAKAYALA SUBHA RAJENDRA,M,48.0,GEN,IND,Pressure Cooker,1158,3,1161,1418290,0.08185914023225152
Andhra Pradesh,AP,2014,Kakinada,PRABHAKARA RAO MADIKI,M,45.0,SC,IND,Slate,495,1,496,1418290,0.03497169126201271
Andhra Pradesh,AP,2014,Kakinada,MERLA BHAVANI SANKARA PRASAD,M,54.0,GEN,IND,Bat,908,2,910,1418290,0.06416177227506363
Andhra Pradesh,AP,2014,Kakinada,VINJAMALLA CHITTI BABU,M,40.0,SC,IND,Battery Torch,1394,6,1400,1418290,0.09871041888471327
Andhra Pradesh,AP,2014,Kakinada,None of the Above,,,,NOTA,NOTA,4158,200,4358,1418290,0.30727143249970035
Andhra Pradesh,AP,2014,Amalapuram ,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,M,63.0,SC,INC,Hand,12092,90,12182,1357865,0.8971436777588347
Andhra Pradesh,AP,2014,Amalapuram ,GEDDAM SAMPADA RAO,M,44.0,SC,BSP,Elephant,7117,102,7219,1357865,0.5316434255246287
Andhra Pradesh,AP,2014,Amalapuram ,DR PANDULA RAVINDRA BABU,M,58.0,SC,TDP,Bicycle,591480,3067,594547,1357865,43.78542785917598
Andhra Pradesh,AP,2014,Amalapuram ,KUNCHE PEDASATYANARAYANA,M,43.0,SC,PPOI,Television,4543,17,4560,1357865,0.33582130771468444
Andhra Pradesh,AP,2014,Amalapuram ,KONKI VENKATA RAO,M,33.0,SC,RP(K),Ring,3220,13,3233,1357865,0.2380943613687664
Andhra Pradesh,AP,2014,Amalapuram ,PINIPE VISWARUPU,M,51.0,SC,YSRCP,Ceiling Fan,470804,3167,473971,1357865,34.90560549097296
Andhra Pradesh,AP,2014,Amalapuram ,VIJAYA CHAKRAVARTHY PANTHAGADA,M,61.0,SC,RPI(KH),Electric Pole,2861,6,2867,1357865,0.21114028272324567
Andhra Pradesh,AP,2014,Amalapuram ,G.V.HARSHA KUMAR,M,54.0,SC,JaSPa,Chappals,9587,344,9931,1357865,0.7313687295865201
Andhra Pradesh,AP,2014,Amalapuram ,UNDRU GANI RAJU,M,32.0,SC,IND,Cup & Saucer,856,6,862,1357865,0.06348201036185483
Andhra Pradesh,AP,2014,Amalapuram ,KASI CHANDRAMOULI,M,28.0,SC,IND,Auto- Rickshaw,1090,20,1110,1357865,0.08174597622002187
Andhra Pradesh,AP,2014,Amalapuram ,KOMMU SATYAVATHI,F,41.0,SC,IND,Lady Purse,619,6,625,1357865,0.04602813976352583
Andhra Pradesh,AP,2014,Amalapuram ,BHASKARA RAO BUNGA,M,65.0,SC,IND,Coconut,816,8,824,1357865,0.06068349946423245
Andhra Pradesh,AP,2014,Amalapuram ,YALANGI RAMESH,M,50.0,SC,IND,Stethoscope,1161,10,1171,1357865,0.08623832266094199
Andhra Pradesh,AP,2014,Amalapuram ,VADDI WINSTON CHURCHILL,M,46.0,SC,IND,Trumpet,1676,8,1684,1357865,0.124018219778844
Andhra Pradesh,AP,2014,Amalapuram ,None of the Above,,,,NOTA,NOTA,5992,149,6141,1357865,0.4522540900604994
Andhra Pradesh,AP,2014,Rajahmundry,DURGESH KANDULA,M,55.0,GEN,INC,Hand,21056,187,21243,1421276,1.494642842065862
Andhra Pradesh,AP,2014,Rajahmundry,MARRE BABJI,M,47.0,SC,BSP,Elephant,6037,42,6079,1421276,0.42771425113771006
Andhra Pradesh,AP,2014,Rajahmundry,MURALI MOHAN MAGANTI,M,73.0,GEN,TDP,Bicycle,627653,2920,630573,1421276,44.36668177046541
Andhra Pradesh,AP,2014,Rajahmundry,KOLLABATHULA RICHMOND CAREY,M,40.0,GEN,GaAP,Window,5457,24,5481,1421276,0.3856393832021367
Andhra Pradesh,AP,2014,Rajahmundry,BODDU VENKATARAMANA CHOWDARY,M,39.0,GEN,YSRCP,Ceiling Fan,461204,1935,463139,1421276,32.58614090437044
