state,state_abbreviation,year,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,voter_turnout_ratio
West Bengal,,2019,Purulia,RAJIB MAHATO,MALE,41.0,GENERAL,SHS,Bricks,1661,0,1661,1645884,0.10091841223318289
West Bengal,,2019,Purulia,LAXMIKANTA MAHATA,MALE,64.0,GENERAL,AMB,Boat with Man and Sail,3499,4,3503,1645884,0.21283395427624305
West Bengal,,2019,Purulia,SEKH FATIK,MALE,30.0,GENERAL,BNARP,Ganna Kisan,7777,0,7777,1645884,0.4725120360851676
West Bengal,,2019,Purulia,UMA CHARAN MAHATO,MALE,77.0,GENERAL,IND,Pot,3875,1,3876,1645884,0.23549654775184642
West Bengal,,2019,Purulia,BARJURAM SINGH SARDAR,MALE,66.0,ST,IND,Football,6512,4,6516,1645884,0.39589667315558086
West Bengal,,2019,Purulia,MRITYUNJOY MAHATO,MALE,57.0,GENERAL,IND,Batsman,10334,2,10336,1645884,0.6279907940049237
West Bengal,,2019,Purulia,NOTA,,,,NOTA,,11304,18,11322,1645884,0.6878978105382882
West Bengal,,2019,Bankura,AMIYA PATRA,MALE,67.0,GENERAL,CPIM,"Hammer, Sickle and Star",100014,268,100282,1648906,6.081729340544579
West Bengal,,2019,Bankura,MAHADEB BAURI,MALE,39.0,SC,BSP,Elephant,6689,18,6707,1648906,0.4067545390701471
West Bengal,,2019,Bankura,SUBRATA MUKHERJEE,MALE,72.0,GENERAL,AITC,Flowers and Grass,500122,864,500986,1648906,30.382932683852204
West Bengal,,2019,Bankura,DR. SUBHAS SARKAR,MALE,65.0,GENERAL,BJP,Lotus,672202,3117,675319,1648906,40.95557903240088
West Bengal,,2019,Bankura,ANIMESH MAL,MALE,27.0,SC,BNARP,Ganna Kisan,9119,4,9123,1648906,0.5532759296163637
West Bengal,,2019,Bankura,ANANDA KUMAR SAREN,MALE,43.0,ST,RaJSP,SHIP,3220,8,3228,1648906,0.1957661625344319
West Bengal,,2019,Bankura,GOUR CHANDRA (AKHAN) HEMBRAM,MALE,47.0,ST,JKPP,Pot,2212,8,2220,1648906,0.13463472144561303
West Bengal,,2019,Bankura,DR. TANMAY MANDAL,MALE,54.0,GENERAL,SUCI(C),Battery torch,5662,17,5679,1648906,0.3444101725628993
West Bengal,,2019,Bankura,PRABIR BANERJEE,MALE,49.0,GENERAL,JHAP,Basket containing Fruits,4158,6,4164,1648906,0.2525310721169066
West Bengal,,2019,Bankura,SUKCHAND SAREN,MALE,58.0,ST,CPIM,Saw,2885,4,2889,1648906,0.1752070766920613
West Bengal,,2019,Bankura,SUBHASH SARKAR,MALE,50.0,SC,SHS,Bow and Arrow,9057,15,9072,1648906,0.55018296979937
West Bengal,,2019,Bankura,ABDUL RAHIM MALLIK,MALE,52.0,GENERAL,IND,Telephone,5818,1,5819,1648906,0.3529006504919019
West Bengal,,2019,Bankura,BIBHUTI SARDAR,MALE,64.0,ST,IND,Pan,12369,3,12372,1648906,0.7503156638401461
West Bengal,,2019,Bankura,MILAN MANDI,MALE,40.0,ST,IND,Cot,14937,5,14942,1648906,0.9061765801082657
West Bengal,,2019,Bankura,SHYAMAL KUMAR PALIT,MALE,42.0,GENERAL,IND,Computer Mouse,5034,0,5034,1648906,0.3052933278185658
West Bengal,,2019,Bankura,NOTA,,,,NOTA,,13987,32,14019,1648906,0.8502000720477699
West Bengal,,2019,Bishnupur,KHAN NARAYAN CHANDRA,MALE,67.0,SC,INC,Hand,17860,72,17932,1627199,1.1020164097937621
West Bengal,,2019,Bishnupur,KHAN SUNIL,MALE,72.0,SC,CPIM,"Hammer, Sickle and Star",102498,117,102615,1627199,6.30623543893525
West Bengal,,2019,Bishnupur,KHAN SAUMITRA,MALE,38.0,SC,BJP,Lotus,654904,2115,657019,1627199,40.3772986586152
West Bengal,,2019,Bishnupur,SHYAMAL SANTRA,MALE,39.0,SC,AITC,Flowers and Grass,578560,412,578972,1627199,35.58089698924348
West Bengal,,2019,Bishnupur,AJIT KUMAR BAURI,MALE,38.0,SC,SUCI(C),Battery torch,11210,15,11225,1627199,0.6898357238420132
West Bengal,,2019,Bishnupur,JITENDRA NATH ROY,MALE,62.0,SC,CPIM,Saw,6434,4,6438,1627199,0.3956492106988758
West Bengal,,2019,Bishnupur,BASUDEB SIKARI,MALE,42.0,SC,BMUP,Cot,13542,3,13545,1627199,0.8324120159857522
West Bengal,,2019,Bishnupur,TARANI ROY,MALE,66.0,SC,IND,BUCKET,11059,11,11070,1627199,0.6803101525996512
West Bengal,,2019,Bishnupur,SANJIT KHAN,MALE,39.0,SC,IND,Cauliflower,7390,6,7396,1627199,0.454523386506506
West Bengal,,2019,Bishnupur,NOTA,,,,NOTA,,14414,22,14436,1627199,0.8871686868047485
West Bengal,,2019,Bardhaman Purba,ISWAR CHANDRA DAS,MALE,58.0,SC,CPIM,"Hammer, Sickle and Star",175768,152,175920,1698089,10.359881019192752
West Bengal,,2019,Bardhaman Purba,PARESH CHANDRA DAS,MALE,61.0,SC,BJP,Lotus,550671,852,551523,1698089,32.47903967342112
West Bengal,,2019,Bardhaman Purba,MUKUL BISWAS,MALE,45.0,SC,BSP,Elephant,8852,10,8862,1698089,0.5218807730336867
West Bengal,,2019,Bardhaman Purba,SIDDHARTHA MAJUMDAR,MALE,37.0,SC,INC,Hand,38426,46,38472,1698089,2.26560563080027
West Bengal,,2019,Bardhaman Purba,SUNIL KUMAR MONDAL,MALE,61.0,SC,AITC,Flowers and Grass,640490,344,640834,1698089,37.73854020607871
West Bengal,,2019,Bardhaman Purba,NIRMAL MAJHI,MALE,37.0,SC,SUCI(C),Battery Torch,6416,3,6419,1698089,0.37801316656547446
West Bengal,,2019,Bardhaman Purba,BIPLAB MISTRI,MALE,49.0,SC,BNARP,Ganna Kisan,6494,2,6496,1698089,0.3825476756518651
West Bengal,,2019,Bardhaman Purba,NOTA,,,,NOTA,,10747,13,10760,1698089,0.6336534775267963
West Bengal,,2019,Bardhaman Durgapur,S.S AHLUWALIA,MALE,67.0,GENERAL,BJP,Lotus,597450,926,598376,1733578,34.51682012577456
West Bengal,,2019,Bardhaman Durgapur,ABHAS RAY CHAUDHURI,MALE,50.0,GENERAL,CPIM,"Hammer, Sickle and Star",161103,226,161329,1733578,9.306128711831828
West Bengal,,2019,Bardhaman Durgapur,DR. MAMTAZ SANGHAMITA,FEMALE,73.0,GENERAL,AITC,Flowers and Grass,595611,326,595937,1733578,34.37612844648467
West Bengal,,2019,Bardhaman Durgapur,RANAJIT MUKHERJEE,MALE,39.0,GENERAL,INC,Hand,38481,35,38516,1733578,2.2217633126401006
West Bengal,,2019,Bardhaman Durgapur,RAMKRISHNA MALIK (DEV),MALE,32.0,SC,BSP,Elephant,13762,4,13766,1733578,0.7940802202150696
West Bengal,,2019,Bardhaman Durgapur,SUCHETA KUNDU(BANERJEE),FEMALE,50.0,GENERAL,SUCI(C),Battery Torch,6542,1,6543,1733578,0.37742749388836266
West Bengal,,2019,Bardhaman Durgapur,NOTA,,,,NOTA,,18526,14,18540,1733578,1.0694644255983867
West Bengal,,2019,Asansol,GOURANGA CHATTERJEE,MALE,59.0,GENERAL,CPIM,"Hammer, Sickle and Star",87553,55,87608,1615865,5.421740058730154
West Bengal,,2019,Asansol,BABUL SUPRIYO,MALE,48.0,GENERAL,BJP,Lotus,632727,651,633378,1615865,39.19745770841004
West Bengal,,2019,Asansol,BISWARUP MONDAL,MALE,37.0,GENERAL,INC,Hand,21019,19,21038,1615865,1.3019652013008511
West Bengal,,2019,Asansol,MOON MOON SEN,FEMALE,65.0,GENERAL,AITC,Flowers and Grass,435584,157,435741,1615865,26.96642355642334
West Bengal,,2019,Asansol,SANDIP SARKAR,MALE,53.0,SC,BSP,Elephant,7859,1,7860,1615865,0.48642677451396005
West Bengal,,2019,Asansol,ABHISHEKH KUMAR SINGH,MALE,49.0,GENERAL,SHS,Bow & Arrow,5757,4,5761,1615865,0.35652730890266204
West Bengal,,2019,Asansol,AMAR CHOWDHURY,MALE,63.0,GENERAL,SUCI(C),Battery Torch,4383,0,4383,1615865,0.27124790746751737
West Bengal,,2019,Asansol,MD. ZAHIR ALAM,MALE,62.0,GENERAL,BMUP,Cot,12677,0,12677,1615865,0.7845333613884823
West Bengal,,2019,Asansol,KAJAL BANERJEE,MALE,53.0,GENERAL,IND,COMPUTER,5176,0,5176,1615865,0.320323789425478
West Bengal,,2019,Asansol,Swaraj Das (BAPI),MALE,52.0,SC,IND,Spanner,10065,1,10066,1615865,0.6229480804398883
West Bengal,,2019,Asansol,NOTA,,,,NOTA,,14432,15,14447,1615865,0.8940722151912442
West Bengal,,2019,Bolpur,ABHIJIT SAHA,MALE,47.0,SC,INC,Hand,30005,107,30112,1705073,1.7660240939830727
West Bengal,,2019,Bolpur,ASIT KUMAR MAL,MALE,63.0,SC,AITC,Flowers and Grass,698441,730,699171,1705073,41.00534112029221
West Bengal,,2019,Bolpur,DAS RAMPRASAD,MALE,53.0,SC,BJP,Lotus,591445,1324,592769,1705073,34.765021790855876
West Bengal,,2019,Bolpur,DAS SAMIRAN,MALE,39.0,SC,BSP,Elephant,9156,9,9165,1705073,0.5375136431108815
West Bengal,,2019,Bolpur,RAM CHANDRA DOME,MALE,61.0,SC,CPIM,"Hammer, Sickle and Star",91831,133,91964,1705073,5.3935520649262525
West Bengal,,2019,Bolpur,BIJOY DOLUI,MALE,48.0,SC,SUCI(C),Battery Torch,8796,1,8797,1705073,0.5159309894649672
West Bengal,,2019,Bolpur,SIMANTA MONDAL,MALE,44.0,SC,RVNP,Tractor Chalata Kisan,17010,3,17013,1705073,0.9977871915161405
West Bengal,,2019,Bolpur,NOTA,,,,NOTA,,12265,13,12278,1705073,0.7200864713710206
West Bengal,,2019,Birbhum,IMAM HOSSAIN,MALE,51.0,GENERAL,INC,Hand,75451,95,75546,1699219,4.445924863128297
West Bengal,,2019,Birbhum,KARIM REZAUL,MALE,54.0,GENERAL,CPIM,"Hammer, Sickle and Star",96673,90,96763,1699219,5.6945573230996125
West Bengal,,2019,Birbhum,DUDH KUMAR MONDAL,MALE,63.0,GENERAL,BJP,Lotus,563715,1438,565153,1699219,33.259573957212105
West Bengal,,2019,Birbhum,PRABIR MUKHOPADHYAY,MALE,56.0,GENERAL,BSP,Elephant,9459,8,9467,1699219,0.5571383088348235
West Bengal,,2019,Birbhum,SATABDI ROY,FEMALE,49.0,GENERAL,AITC,Flowers and Grass,653426,651,654077,1699219,38.492801693013085
West Bengal,,2019,Birbhum,AHAMED FARUK,MALE,49.0,GENERAL,RVNP,Tractor Chalata Kisan,15171,0,15171,1699219,0.8928219376078069
West Bengal,,2019,Birbhum,AYESHA KHATUN,FEMALE,49.0,GENERAL,SUCI(C),Battery Torch,5995,5,6000,1699219,0.3531033963250176
West Bengal,,2019,Birbhum,MD. FIROJ ALI,MALE,39.0,GENERAL,BNJD,COCONUT FARM,9400,0,9400,1699219,0.5531953209091942
West Bengal,,2019,Birbhum,CHITTARANJAN HANSDA,MALE,63.0,ST,IND,Ganna Kisan,5526,2,5528,1699219,0.3253259291474495
West Bengal,,2019,Birbhum,NOTA,,,,NOTA,,12307,11,12318,1699219,0.7249212726552611
Chhattisgarh,,2019,SARGUJA,Khel Sai Singh,MALE,72.0,ST,INC,Hand,504927,911,505838,1655239,30.559816437384573
Chhattisgarh,,2019,SARGUJA,Maya Bhagat,FEMALE,40.0,ST,BSP,Elephant,18489,45,18534,1655239,1.1197174546998954
Chhattisgarh,,2019,SARGUJA,Renuka Singh Saruta,FEMALE,55.0,ST,BJP,Lotus,662428,1283,663711,1655239,40.097593157241946
Chhattisgarh,,2019,SARGUJA,Asha Devi Poya,FEMALE,44.0,ST,GGP,Saw,24439,24,24463,1655239,1.4779134614397074
Chhattisgarh,,2019,SARGUJA,Guman Singh Poya,MALE,34.0,ST,APoI,Coat,5386,2,5388,1655239,0.3255119049273247
Chhattisgarh,,2019,SARGUJA,Chandradeep Singh Korcho,MALE,26.0,ST,RJsbhP,COCONUT FARM,3711,1,3712,1655239,0.22425764496849096
Chhattisgarh,,2019,SARGUJA,Pawan Kumar Nag,MALE,39.0,ST,BMUP,Cot,4141,2,4143,1655239,0.25029618079322685
Chhattisgarh,,2019,SARGUJA,Mohan Singh Tekam,MALE,41.0,ST,SHS,Bow & Arrow,7158,3,7161,1655239,0.4326263458026303
Chhattisgarh,,2019,SARGUJA,Ramnath Cherwa,MALE,48.0,ST,SSD,Almirah,9056,4,9060,1655239,0.5473529804457242
Chhattisgarh,,2019,SARGUJA,Palsay Uranv,MALE,38.0,ST,IND,Football,9404,10,9414,1655239,0.5687396200790339
Chhattisgarh,,2019,SARGUJA,NOTA,,,,NOTA,,29253,12,29265,1655239,1.768022623923192
Chhattisgarh,,2019,RAIGARH,INNOCENT KUJUR,MALE,58.0,ST,BSP,Elephant,26491,105,26596,1733805,1.5339671993101878
Chhattisgarh,,2019,RAIGARH,GOMATI SAI,FEMALE,43.0,ST,BJP,Lotus,656939,1396,658335,1733805,37.970533018419026
Chhattisgarh,,2019,RAIGARH,LALJEET SINGH RATHIA,MALE,42.0,ST,INC,Hand,590690,1618,592308,1733805,34.1623192919619
Chhattisgarh,,2019,RAIGARH,AMRIT TIRKEY,MALE,42.0,ST,PSPL,Key,8847,40,8887,1733805,0.5125720597183651
Chhattisgarh,,2019,RAIGARH,KRIPASHANKAR BHAGAT,MALE,44.0,ST,BTP,Auto- Rickshaw,2568,23,2591,1733805,0.14944010427931628
Chhattisgarh,,2019,RAIGARH,JAI SINGH SIDAR,MALE,42.0,ST,GGP,Saw,2533,12,2545,1733805,0.14678698008138172
Chhattisgarh,,2019,RAIGARH,JYOTI BHAGAT,FEMALE,37.0,ST,KMSP,Bricks,1843,11,1854,1733805,0.10693244049936412
Chhattisgarh,,2019,RAIGARH,RAVISHANKAR SIDAR,MALE,29.0,ST,APoI,Coat,3999,7,4006,1733805,0.23105251167230456
Chhattisgarh,,2019,RAIGARH,VIJAY LAKARA,MALE,39.0,ST,SHS,Bow and Arrow,3339,8,3347,1733805,0.19304362370624148
Chhattisgarh,,2019,RAIGARH,VIR KUMAR TIGGA,MALE,41.0,ST,BMUP,Cot,2829,6,2835,1733805,0.1635131978509694
Chhattisgarh,,2019,RAIGARH,TARIKA TARANGINI URAON,FEMALE,39.0,ST,IND,Chappals,5697,16,5713,1733805,0.3295064900608777
Chhattisgarh,,2019,RAIGARH,TEJRAM SIDAR,MALE,50.0,ST,IND,Air Conditioner,5655,1,5656,1733805,0.3262189231199587
Chhattisgarh,,2019,RAIGARH,NAVAL KISHOR RATHIA,MALE,29.0,ST,IND,COMPUTER,9556,4,9560,1733805,0.5513884202664082
Chhattisgarh,,2019,RAIGARH,PRAKASH KUMAR URANW,MALE,35.0,ST,IND,Bat,10157,5,10162,1733805,0.5861097412915524
Chhattisgarh,,2019,RAIGARH,NOTA,,,,NOTA,,15720,9,15729,1733805,0.9071954458546376
Chhattisgarh,,2019,JANJGIR-CHAMPA,GUHARAM AJGALLEY,MALE,52.0,SC,BJP,Lotus,570486,2304,572790,1897134,30.192384934327254
Chhattisgarh,,2019,JANJGIR-CHAMPA,DAURAM RATNAKAR,MALE,60.0,SC,BSP,Elephant,130576,811,131387,1897134,6.925551911462237
Chhattisgarh,,2019,JANJGIR-CHAMPA,RAVI PARASRAM BHARDWAJ,MALE,42.0,SC,INC,Hand,488051,1484,489535,1897134,25.80392318096666
Chhattisgarh,,2019,JANJGIR-CHAMPA,ASHISH RATRE,FEMALE,52.0,SC,PPID,Black Board,6237,3,6240,1897134,0.3289171982580039
Chhattisgarh,,2019,JANJGIR-CHAMPA,NARESH KUMAR DAHARIYA,MALE,41.0,SC,RGOP,Tractor Chalata Kisan,1847,3,1850,1897134,0.09751551550918386
Chhattisgarh,,2019,JANJGIR-CHAMPA,NARESH BAI JANGDE,FEMALE,30.0,SC,SHS,Bow & Arrow,1823,3,1826,1897134,0.0962504493620377
Chhattisgarh,,2019,JANJGIR-CHAMPA,NITESH KUMAR RATRE,MALE,26.0,SC,SUSP,Glass Tumbler,2565,3,2568,1897134,0.13536207774464007
Chhattisgarh,,2019,JANJGIR-CHAMPA,BHOJRAM BANJARE,MALE,60.0,SC,RJsbhP,COCONUT FARM,1756,3,1759,1897134,0.09271880636792129
Chhattisgarh,,2019,JANJGIR-CHAMPA,LAKHAN LAL CHAUHAN ALIAS LAKHALA DANAV,MALE,67.0,SC,BMUP,Cot,1789,2,1791,1897134,0.09440556123078285
Chhattisgarh,,2019,JANJGIR-CHAMPA,VRINDA CHAUHAN,FEMALE,37.0,SC,cvgrp,Diesel Pump,2184,3,2187,1897134,0.11527915265869464
Chhattisgarh,,2019,JANJGIR-CHAMPA,SHANTI KUMAR RATRE,MALE,39.0,SC,GGP,Saw,2777,7,2784,1897134,0.1467476730689556
Chhattisgarh,,2019,JANJGIR-CHAMPA,SITA CHAUHAN,FEMALE,30.0,SC,BSCP,FLUTE,3865,11,3876,1897134,0.20430818276410628
Chhattisgarh,,2019,JANJGIR-CHAMPA,SEEMA AJAY,FEMALE,25.0,SC,APoI,Coat,7830,1,7831,1897134,0.41278054159590205
Chhattisgarh,,2019,JANJGIR-CHAMPA,ASHARAM RATNAKAR,MALE,38.0,SC,IND,Air Conditioner,6465,2,6467,1897134,0.3408826155664281
Chhattisgarh,,2019,JANJGIR-CHAMPA,DR. UDAY RATRE,MALE,52.0,SC,IND,Key,4777,1,4778,1897134,0.25185358546101644
Chhattisgarh,,2019,JANJGIR-CHAMPA,NOTA,,,,NOTA,,9952,29,9981,1897134,0.526109383944413
Chhattisgarh,,2019,KORBA,JYOTI NAND DUBEY,MALE,52.0,GENERAL,BJP,Lotus,495960,1101,497061,1508840,32.94325442061451
Chhattisgarh,,2019,KORBA,JYOTSNA CHARANDAS MAHANT,FEMALE,65.0,GENERAL,INC,Hand,522671,639,523310,1508840,34.68293523501498
Chhattisgarh,,2019,KORBA,PARMIT SINGH,MALE,45.0,GENERAL,BSP,Elephant,15841,39,15880,1508840,1.0524641446409162
Chhattisgarh,,2019,KORBA,CHANDRA BHUSHAN KANWAR ADHIVAKTA L L M,MALE,41.0,ST,APoI,Coat,3955,10,3965,1508840,0.26278465576204235
Chhattisgarh,,2019,KORBA,TULESHWAR HIRASINGH MARKAM,MALE,45.0,ST,GGP,Saw,37371,46,37417,1508840,2.4798520717902495
Chhattisgarh,,2019,KORBA,RAJ KUMAR YADAV,MALE,67.0,GENERAL,BYPP,Letter Box,1984,2,1986,1508840,0.13162429415975188
Chhattisgarh,,2019,KORBA,RAJESH PANDEY,MALE,43.0,GENERAL,BHBHP,Glass Tumbler,3084,1,3085,1508840,0.20446170568118555
Chhattisgarh,,2019,KORBA,LILAMBAR SINGH,MALE,58.0,ST,BTP,Auto- Rickshaw,2910,0,2910,1508840,0.1928633917446515
Chhattisgarh,,2019,KORBA,SUMAN LAL KHANDE,MALE,42.0,SC,RJsbhP,COCONUT FARM,2982,5,2987,1508840,0.19796664987672652
Chhattisgarh,,2019,KORBA,DEEPAK SAHU,MALE,34.0,GENERAL,IND,Air Conditioner,3700,3,3703,1508840,0.24542032289706
Chhattisgarh,,2019,KORBA,PRAMOD KUMAR SHARMA,MALE,60.0,GENERAL,IND,Tractor Chalata Kisan,4797,1,4798,1508840,0.31799263009994433
Chhattisgarh,,2019,KORBA,RAMDAYAL URAON,MALE,58.0,ST,IND,Almirah,6795,6,6801,1508840,0.45074361761353093
Chhattisgarh,,2019,KORBA,LAKHAN LAL DEWANGAN,MALE,44.0,GENERAL,IND,Cauliflower,13694,1,13695,1508840,0.9076509106333341
Chhattisgarh,,2019,KORBA,NOTA,,,,NOTA,,19292,13,19305,1508840,1.2794597173987965
Chhattisgarh,,2019,BILASPUR,ATAL SHRIVASTAV,MALE,51.0,GENERAL,INC,Hand,492185,611,492796,1876953,26.255106014908204
Chhattisgarh,,2019,BILASPUR,ARUN SAO,MALE,51.0,GENERAL,BJP,Lotus,633268,1291,634559,1876953,33.807932324357616
Chhattisgarh,,2019,BILASPUR,UTTAM DAS GUROO GOSAI,MALE,47.0,GENERAL,BSP,Elephant,21088,92,21180,1876953,1.128424632902369
Chhattisgarh,,2019,BILASPUR,NAND KISHORE RAJ,MALE,45.0,ST,GGP,Saw,5242,17,5259,1876953,0.280188156016693
Chhattisgarh,,2019,BILASPUR,POORAN LAL CHHABARIYA,MALE,56.0,GENERAL,SWAP,Almirah,964,2,966,1876953,0.05146639260546215
Chhattisgarh,,2019,BILASPUR,YAMAN BANJARE,MALE,26.0,SC,BKNP,Tractor Chalata Kisan,892,4,896,1876953,0.0477369438659359
Chhattisgarh,,2019,BILASPUR,RAMKUMAR GHATLAHARE,MALE,46.0,SC,BLRP,BUCKET,823,3,826,1876953,0.04400749512640967
Chhattisgarh,,2019,BILASPUR,EG. RAMFAL MANDREY,MALE,40.0,SC,APoI,Coat,2478,4,2482,1876953,0.13223559673577334
Chhattisgarh,,2019,BILASPUR,SHAMBHU PRASAD SHARMA,MALE,74.0,GENERAL,BHBHP,Glass Tumbler,1959,1,1960,1876953,0.1044245647067348
Chhattisgarh,,2019,BILASPUR,SIDDHRAM LAHARE,MALE,44.0,SC,RJsbhP,COCONUT FARM,1309,2,1311,1876953,0.06984724710741291
Chhattisgarh,,2019,BILASPUR,SANTOSH KAUSHAL,MALE,47.0,GENERAL,SHS,Bow and Arrow,1863,2,1865,1876953,0.09936316998880633
Chhattisgarh,,2019,BILASPUR,"SANDEEP TIWARI ""RAJ""",MALE,43.0,GENERAL,BSHSP,Ganna Kisan,1851,1,1852,1876953,0.09867055808003716
Chhattisgarh,,2019,BILASPUR,SANDEEP SINGH PORTE,MALE,28.0,ST,AVVP,Refrigerator,2198,3,2201,1876953,0.11726452393853229
Chhattisgarh,,2019,BILASPUR,ARUNKUMAR SAHU,MALE,41.0,GENERAL,IND,Apple,3279,2,3281,1876953,0.17480459020550862
Chhattisgarh,,2019,BILASPUR,AVISHEK EKKA,MALE,31.0,ST,IND,CHESS BOARD,6782,0,6782,1876953,0.3613303050209568
Chhattisgarh,,2019,BILASPUR,ENGINEER INDRASEN MOGRE,MALE,53.0,GENERAL,IND,Auto- Rickshaw,11982,0,11982,1876953,0.6383750685286206
Chhattisgarh,,2019,BILASPUR,URMILA TIWARI,FEMALE,60.0,GENERAL,IND,Harmonium,4979,0,4979,1876953,0.26527036105858803
Chhattisgarh,,2019,BILASPUR,DUJ RAM SAHU,MALE,47.0,GENERAL,IND,Baby Walker,3504,1,3505,1876953,0.18673882617199258
Chhattisgarh,,2019,BILASPUR,BALDAU PRASAD SAHU,MALE,46.0,GENERAL,IND,Balloon,800,1,801,1876953,0.04267554914800744
Chhattisgarh,,2019,BILASPUR,RAJU KHATIK URPH LALU,MALE,50.0,SC,IND,Television,543,0,543,1876953,0.028929866650896426
Chhattisgarh,,2019,BILASPUR,VIDYA SAHU,FEMALE,49.0,GENERAL,IND,Bangles,744,4,748,1876953,0.03985182367379471
Chhattisgarh,,2019,BILASPUR,SALIK RAM JOGI,MALE,52.0,SC,IND,Helicopter,645,0,645,1876953,0.03436420624277752
Chhattisgarh,,2019,BILASPUR,HARISH CHANDRA SAHU,MALE,50.0,GENERAL,IND,Basket containing Fruits,1257,1,1258,1876953,0.06702352163320019
Chhattisgarh,,2019,BILASPUR,HARISH KUMAR MANDWA,MALE,38.0,SC,IND,Air Conditioner,946,0,946,1876953,0.05040083582274037
Chhattisgarh,,2019,BILASPUR,HORILAL ANANT,MALE,25.0,SC,IND,Battery Torch,1446,0,1446,1876953,0.07703975539078496
Chhattisgarh,,2019,BILASPUR,NOTA,,,,NOTA,,4356,9,4365,1876953,0.2325577678290293
Chhattisgarh,,2019,RAJNANDGAON,BHOLA RAM SAHU,MALE,60.0,GENERAL,INC,Hand,549410,1011,550421,1716459,32.06723842515318
Chhattisgarh,,2019,RAJNANDGAON,RAVITA LAKRA (DHRUV),FEMALE,45.0,SC,BSP,Elephant,17105,40,17145,1716459,0.9988586968870216
Chhattisgarh,,2019,RAJNANDGAON,SANTOSH PANDEY,MALE,51.0,GENERAL,BJP,Lotus,660956,1431,662387,1716459,38.59031879002062
Chhattisgarh,,2019,RAJNANDGAON,AJAY PALI (BABA),MALE,40.0,GENERAL,SHS,Bow & Arrow,8364,2,8366,1716459,0.4873987668799546
Chhattisgarh,,2019,RAJNANDGAON,DR. GOJUPAL,MALE,53.0,GENERAL,RPI(A),Almirah,1773,0,1773,1716459,0.10329404896941902
Chhattisgarh,,2019,RAJNANDGAON,PRATIMA SANTOSH WASHNIK,FEMALE,38.0,SC,RP(K),Pen Nib with Seven Rays,1504,2,1506,1716459,0.08773876917537791
Chhattisgarh,,2019,RAJNANDGAON,MAHENDRA KUMAR SAHU,MALE,35.0,GENERAL,FDLP,DIAMOND,1518,1,1519,1716459,0.08849614234887056
Chhattisgarh,,2019,RAJNANDGAON,VISHWANATH SINGH PORTE,MALE,49.0,ST,GGP,Saw,3802,15,3817,1716459,0.22237641563241534
Chhattisgarh,,2019,RAJNANDGAON,BAIDYA SHEKHU RAM VERMA (GURUJI),MALE,52.0,GENERAL,APoI,Coat,4293,4,4297,1716459,0.2503409635767589
Chhattisgarh,,2019,RAJNANDGAON,KAMINI SAHU,FEMALE,34.0,GENERAL,IND,Air Conditioner,2442,3,2445,1716459,0.1424444160915
Chhattisgarh,,2019,RAJNANDGAON,KRANTI GUPTA,FEMALE,46.0,GENERAL,IND,Auto- Rickshaw,3710,3,3713,1716459,0.21631743024447422
Chhattisgarh,,2019,RAJNANDGAON,RAMKHILAWAN DAHARIYA,MALE,50.0,SC,IND,Black Board,5065,3,5068,1716459,0.29525901871236077
Chhattisgarh,,2019,RAJNANDGAON,SACHCHIDANAND KAUSHIK,MALE,33.0,GENERAL,IND,Table,12472,0,12472,1716459,0.7266121707538601
Chhattisgarh,,2019,RAJNANDGAON,SUDESH TIKAM,MALE,52.0,ST,IND,Tractor Chalata Kisan,12659,9,12668,1716459,0.7380310278311337
Chhattisgarh,,2019,RAJNANDGAON,NOTA,,,,NOTA,,19423,13,19436,1716459,1.132331153846378
Chhattisgarh,,2019,DURG,GEETANJALI SINGH,FEMALE,25.0,GENERAL,BSP,Elephant,20071,53,20124,1940269,1.0371757730500255
Chhattisgarh,,2019,DURG,PRATIMA CHANDRAKAR,FEMALE,61.0,GENERAL,INC,Hand,456793,603,457396,1940269,23.573844657622217
Chhattisgarh,,2019,DURG,VIJAY BAGHEL,MALE,59.0,GENERAL,BJP,Lotus,847445,1929,849374,1940269,43.77609496415188
Chhattisgarh,,2019,DURG,ANURAG SINGH,MALE,25.0,GENERAL,BKNP,Tractor Chalata Kisan,5432,3,5435,1940269,0.2801157983764107
Chhattisgarh,,2019,DURG,AATMA RAM SAHU,MALE,37.0,GENERAL,SUCI(C),Glass Tumbler,2218,3,2221,1940269,0.11446866388114225
Chhattisgarh,,2019,DURG,KAMLESH KUMAR NAGARCHI,MALE,42.0,GENERAL,SHS,Bow & Arrow,1095,2,1097,1940269,0.056538552128596604
Chhattisgarh,,2019,DURG,TRESSA DAVID,FEMALE,53.0,GENERAL,IPBP,Binoculars,797,0,797,1940269,0.04107677852916271
Chhattisgarh,,2019,DURG,PITAMBAR LAL NISHAD,MALE,30.0,GENERAL,BHAPRAP,Ludo,775,0,775,1940269,0.03994291513187089
Chhattisgarh,,2019,DURG,FARID MOHAMMAD QURAISHI,MALE,37.0,GENERAL,GGP,Saw,918,1,919,1940269,0.04736456645959916
Chhattisgarh,,2019,DURG,MALIK RAM THAKUR,MALE,57.0,ST,APoI,Coat,1977,5,1982,1940269,0.10215078424692658
